所属大类	专栏名	名称	价格	下载量	星级	评论数	收藏数	点赞数	图片信息	图片id	作者	上线时间	版本
主题	分类_主题_风格_爱情	炫酷充电 雨下的爱情	400	63752	4.5	23	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200731110828692/preview/preview_lockscreen_0_THUMB_3_0.webp		酷盟	2020-07-31	3.0.1
主题	分类_主题_风格_爱情	我和我喜欢的你	400	4117	5.0	5	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200917104019430/preview/preview_lockscreen_0_THUMB_3_0.webp		匠心设计	2020-09-17	3.0.1
主题	分类_主题_风格_爱情	多特效你是我的光	400	136717	3.6	32	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200908091625663/preview/preview_lockscreen_0_THUMB_3_0.webp		CYKON	2020-07-04	3.0.2
主题	分类_主题_风格_爱情	陪你去看星空大海	400	5407	5.0	1	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/09/20200913105713412/preview/preview_lockscreen_0_THUMB_3_0.webp		飞天泡泡	2020-09-13	3.0.1
主题	分类_主题_风格_爱情	炫酷充电 我在等你	400	10373	4.3	6	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200829161929834/preview/preview_lockscreen_0_THUMB_3_0.webp		酷盟	2020-08-29	3.0.1
主题	分类_主题_风格_爱情	只爱你 多动态	300	6933	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200916162235196/preview/preview_lockscreen_0_THUMB_3_0.webp		炫胜传媒	2020-09-16	3.0.1
主题	分类_主题_风格_爱情	不疯狂不青春	400	27719	4.1	8	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200826152710230/preview/preview_lockscreen_0_THUMB_3_0.webp		CYKON	2020-08-26	3.0.1
主题	分类_主题_风格_爱情	充电特效 我爱你	400	48737	4.4	36	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200805154809676/preview/preview_lockscreen_0_THUMB_3_0.webp		酷盟	2020-07-21	3.0.2
主题	分类_主题_风格_爱情	多换图 各自安好	400	34629	3.0	5	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2019/11/20191113195647418/preview/preview_lockscreen_0_THUMB_3_0.webp		糯米圆子	2019-11-13	3.0.1
主题	分类_主题_风格_爱情	自定义加微信二维码头像	400	21484	2.6	84	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200822083042386/preview/preview_lockscreen_0_THUMB_3_0.webp		超能	2020-08-22	3.0.1
主题	分类_主题_风格_爱情	甜甜的梦都给你 动态	400	65475	4.7	35	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/06/20200605210424916/preview/preview_lockscreen_0_THUMB_3_0.webp		EDU	2020-06-05	3.0.1
主题	分类_主题_风格_爱情	下一站  幸福	400	124230	5.0	2	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2019/12/20191231164425616/preview/preview_lockscreen_0_THUMB_3_0.webp		大魔王	2019-12-31	3.0.1
主题	分类_主题_风格_爱情	旧爱不及新欢 心幻视频	400	27687	4.4	9	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200714155918602/preview/preview_lockscreen_0_THUMB_3_0.webp		安琪拉	2020-07-14	3.0.1
主题	分类_主题_风格_爱情	余生请别浪费	400	5975	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200818095540556/preview/preview_lockscreen_0_THUMB_3_0.webp		刺猬先生	2020-08-18	3.0.1
主题	分类_主题_风格_爱情	多动态换图是心动呀	400	838557	3.8	291	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/12/20191230210533827/preview/preview_lockscreen_0_THUMB_3_0.webp		飞天泡泡	2019-10-31	3.0.3
主题	分类_主题_风格_爱情	清纯的爱情	400	3619	5.0	1	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/09/20200907172200117/preview/preview_lockscreen_0_THUMB_3_0.webp		大魔王	2020-09-07	3.0.1
主题	分类_主题_风格_爱情	你是我的璀璨星河	400	1938	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200817114926192/preview/preview_lockscreen_0_THUMB_3_0.webp		Desity	2020-08-17	3.0.1
主题	分类_主题_风格_爱情	仿真爱情来电	300	4277	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200813084226458/preview/preview_lockscreen_0_THUMB_3_0.webp		光环文化	2020-08-13	3.0.1
主题	分类_主题_风格_爱情	爱情协议书 动态烟雾	400	23192	1.5	2	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/02/20200225172338451/preview/preview_lockscreen_0_THUMB_3_0.webp		yunmai	2020-02-25	3.0.1
主题	分类_主题_风格_爱情	还是错过了	400	6322	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200824162911290/preview/preview_lockscreen_0_THUMB_3_0.webp		星雨晨狮	2020-08-24	3.0.1
主题	分类_主题_风格_爱情	我不想喜欢你了	400	139353	3.5	59	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200716112137811/preview/preview_lockscreen_0_THUMB_3_0.webp		糯米圆子	2019-10-26	3.0.2
主题	分类_主题_风格_爱情	密码锁屏 一往情深	400	755538	2.4	109	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/07/20190730204619657/preview/preview_lockscreen_0_THUMB_3_0.webp		糯米圆子	2019-07-30	3.0.1
主题	分类_主题_风格_爱情	多动态 往后余生只要你	600	921093	3.2	102	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/09/20200925174516077/preview/preview_lockscreen_0_THUMB_3_0.webp		Desity	2019-09-19	3.0.2
主题	分类_主题_风格_爱情	落入凡间的心动	300	76702	4.3	229	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200708151734090/preview/preview_lockscreen_0_THUMB_3_0.webp		糯米圆子	2020-06-23	3.0.2
主题	分类_主题_风格_爱情	我喜欢你 穷极所思	400	269979	2.4	34	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2019/04/20190424093614602/preview/preview_lockscreen_0_THUMB_3_0.webp		好奇猫	2019-04-24	3.0.1
主题	分类_主题_风格_爱情	爱你 情话微甜	400	134242	2.1	17	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/08/20190814190832832/preview/preview_lockscreen_0_THUMB_3_0.webp		糯米圆子	2019-08-14	3.0.1
主题	分类_主题_风格_爱情	动态烟雾 爱过	400	168276	2.7	36	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200727142954068/preview/preview_lockscreen_0_THUMB_3_0.webp		屋里设计	2019-10-09	3.0.2
主题	分类_主题_风格_爱情	朦胧的醉意	400	326	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200922190906955/preview/preview_lockscreen_0_THUMB_3_0.webp		走心科技	2020-09-22	3.0.1
主题	分类_主题_风格_爱情	心动 人间小可爱	300	71227	4.4	66	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200716104107391/preview/preview_lockscreen_0_THUMB_3_0.webp		糯米圆子	2020-07-16	3.0.1
